   0.00000000     ,   4.99999989E-03 ,   1.24999997E-03
   2.49999994E-03 ,   4.99999989E-03 ,   6.24999986E-04
   2.49999994E-03 ,   3.74999992E-03 ,   3.12499993E-04
   3.12499981E-03 ,   3.74999992E-03 ,   1.56249997E-04
   3.43749998E-03 ,   3.74999992E-03 ,   7.81249983E-05
   3.59374983E-03 ,   3.74999992E-03 ,   3.90624991E-05
   3.59374983E-03 ,   3.67187499E-03 ,   1.95312496E-05
   3.59374983E-03 ,   3.63281253E-03 ,   9.76562478E-06
   3.61328106E-03 ,   3.63281253E-03 ,   4.88281239E-06
   3.62304668E-03 ,   3.63281253E-03 ,   2.44140620E-06
   3.62792960E-03 ,   3.63281253E-03 ,   1.22070310E-06
   3.63037107E-03 ,   3.63281253E-03 ,   6.10351549E-07
   3.63159180E-03 ,   3.63281253E-03 ,   3.05175774E-07
   3.63220205E-03 ,   3.63281253E-03 ,   1.52587887E-07
   3.63250729E-03 ,   3.63281253E-03 ,   7.62939436E-08
   3.63250729E-03 ,   3.63265979E-03 ,   3.81469718E-08
   3.63250729E-03 ,   3.63258342E-03 ,   1.90734859E-08
   3.63254547E-03 ,   3.63258342E-03 ,   9.53674295E-09
   3.63256456E-03 ,   3.63258342E-03 ,   4.76837148E-09
   3.63257411E-03 ,   3.63258342E-03 ,   2.38418574E-09
   3.63257411E-03 ,   3.63257877E-03 ,   1.19209287E-09
   3.63257411E-03 ,   3.63257644E-03 ,   5.96046434E-10
   3.63257411E-03 ,   3.63257527E-03 ,   2.98023217E-10
   3.63257458E-03 ,   3.63257527E-03 ,   1.49011609E-10
   3.63257458E-03 ,   3.63257481E-03 ,   7.45058043E-11
