  -2.00000000     ,   0.00000000     ,  0.500000000    
  -2.00000000     ,  -1.00000000     ,  0.250000000    
  -2.00000000     ,  -1.50000000     ,  0.125000000    
  -2.00000000     ,  -1.75000000     ,   6.25000000E-02
  -2.00000000     ,  -1.87500000     ,   3.12500000E-02
  -2.00000000     ,  -1.93750000     ,   1.56250000E-02
  -2.00000000     ,  -1.96875000     ,   7.81250000E-03
  -1.98437500     ,  -1.96875000     ,   3.90625000E-03
  -1.98437500     ,  -1.97656250     ,   1.95312500E-03
  -1.98046875     ,  -1.97656250     ,   9.76562500E-04
  -1.97851562     ,  -1.97656250     ,   4.88281250E-04
  -1.97753906     ,  -1.97656250     ,   2.44140625E-04
  -1.97753906     ,  -1.97705078     ,   1.22070312E-04
  -1.97753906     ,  -1.97729492     ,   6.10351562E-05
  -1.97741699     ,  -1.97729492     ,   3.05175781E-05
  -1.97741699     ,  -1.97735596     ,   1.52587891E-05
  -1.97738647     ,  -1.97735596     ,   7.62939453E-06
  -1.97738647     ,  -1.97737122     ,   3.81469727E-06
  -1.97738647     ,  -1.97737885     ,   1.90734863E-06
  -1.97738647     ,  -1.97738266     ,   9.53674316E-07
  -1.97738457     ,  -1.97738266     ,   4.76837158E-07
  -1.97738361     ,  -1.97738266     ,   2.38418579E-07
  -1.97738314     ,  -1.97738266     ,   1.19209290E-07
  -1.97738314     ,  -1.97738290     ,   5.96046448E-08
  -1.97738314     ,  -1.97738302     ,   2.98023224E-08
  -1.97738314     ,  -1.97738302     ,   1.49011612E-08
  -1.97738302     ,  -1.97738302     ,   7.45058060E-09
  -1.97738302     ,  -1.97738302     ,   3.72529030E-09
  -1.97738302     ,  -1.97738302     ,   1.86264515E-09
  -1.97738302     ,  -1.97738302     ,   9.31322575E-10
  -1.97738302     ,  -1.97738302     ,   4.65661287E-10
  -1.97738302     ,  -1.97738302     ,   2.32830644E-10
  -1.97738302     ,  -1.97738302     ,   1.16415322E-10
  -1.97738302     ,  -1.97738302     ,   5.82076609E-11
