   0.00000000     ,   2.00000000     ,  0.500000000    
   1.00000000     ,   2.00000000     ,  0.250000000    
   1.00000000     ,   1.50000000     ,  0.125000000    
   1.25000000     ,   1.50000000     ,   6.25000000E-02
   1.37500000     ,   1.50000000     ,   3.12500000E-02
   1.37500000     ,   1.43750000     ,   1.56250000E-02
   1.40625000     ,   1.43750000     ,   7.81250000E-03
   1.40625000     ,   1.42187500     ,   3.90625000E-03
   1.41406250     ,   1.42187500     ,   1.95312500E-03
   1.41406250     ,   1.41796875     ,   9.76562500E-04
   1.41406250     ,   1.41601562     ,   4.88281250E-04
   1.41406250     ,   1.41503906     ,   2.44140625E-04
   1.41406250     ,   1.41455078     ,   1.22070312E-04
   1.41406250     ,   1.41430664     ,   6.10351562E-05
   1.41418457     ,   1.41430664     ,   3.05175781E-05
   1.41418457     ,   1.41424561     ,   1.52587891E-05
   1.41418457     ,   1.41421509     ,   7.62939453E-06
   1.41419983     ,   1.41421509     ,   3.81469727E-06
   1.41420746     ,   1.41421509     ,   1.90734863E-06
   1.41421127     ,   1.41421509     ,   9.53674316E-07
   1.41421318     ,   1.41421509     ,   4.76837158E-07
   1.41421318     ,   1.41421413     ,   2.38418579E-07
   1.41421318     ,   1.41421366     ,   1.19209290E-07
   1.41421342     ,   1.41421366     ,   5.96046448E-08
   1.41421354     ,   1.41421366     ,   2.98023224E-08
   1.41421354     ,   1.41421366     ,   1.49011612E-08
   1.41421354     ,   1.41421354     ,   7.45058060E-09
   1.41421354     ,   1.41421354     ,   3.72529030E-09
   1.41421354     ,   1.41421354     ,   1.86264515E-09
   1.41421354     ,   1.41421354     ,   9.31322575E-10
   1.41421354     ,   1.41421354     ,   4.65661287E-10
   1.41421354     ,   1.41421354     ,   2.32830644E-10
   1.41421354     ,   1.41421354     ,   1.16415322E-10
   1.41421354     ,   1.41421354     ,   5.82076609E-11
